name,n_views,pricing,amenities,number,address,monday,tuesday,wednesday,thursday,friday,saturday,sunday
Le Fumoir,309,Unclaimed,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 42 92 00 24,6 rue de l'Amiral de Coligny 75001 Paris France,Mon11:00 AM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day)Open now,11:00 AM - 2:00 AM (Next day)
Le Fumoir,309,€€€,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 42 92 00 24,6 rue de l'Amiral de Coligny 75001 Paris France,Mon11:00 AM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day),11:00 AM - 2:00 AM (Next day)Open now,11:00 AM - 2:00 AM (Next day)
L'Estrapade,44,€€€,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 43 25 72 58,15 rue de l'Estrapade 75005 Paris France,MonClosed,12:00 PM - 2:00 PM8:00 PM - 10:00 PM,12:00 PM - 2:00 PM7:00 PM - 10:00 PM,12:00 PM - 2:00 PM7:00 PM - 10:00 PM,12:00 PM - 2:00 PM7:00 PM - 10:00 PM,12:00 PM - 2:00 PM7:00 PM - 10:00 PMOpen now,Closed
La Cuisine de Chez Moi,25,Unclaimed,Takes ReservationsOffers TakeoutNo DeliveryAccepts Credit Cards,07 76 03 25 95,14 rue Richer 75009 Paris France,Mon6:30 PM - 11:00 PM,6:30 PM - 11:00 PM,6:30 PM - 11:00 PM,6:30 PM - 11:00 PM,6:30 PM - 11:00 PM,6:30 PM - 11:00 PMClosed now,6:30 PM - 11:00 PM
La Cuisine de Chez Moi,25,€€,Takes ReservationsOffers TakeoutNo DeliveryAccepts Credit Cards,07 76 03 25 95,14 rue Richer 75009 Paris France,Mon6:30 PM - 11:00 PM,6:30 PM - 11:00 PM,6:30 PM - 11:00 PM,6:30 PM - 11:00 PM,6:30 PM - 11:00 PM,6:30 PM - 11:00 PMClosed now,6:30 PM - 11:00 PM
Pierre Sang,145,€€€,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 48 07 12 04,55 rue Oberkampf 75011 Paris France,Mon12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 3:00 PM7:00 PM - 10:30 PMOpen now,12:00 PM - 2:30 PM7:00 PM - 10:30 PM
La Tour de Montlhéry ou chez Denise,105,Unclaimed,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 42 36 21 82,5 rue Prouvaires 75001 Paris France,Mon12:00 PM - 3:00 PM7:30 PM - 5:00 AM (Next day),12:00 PM - 3:00 PM7:30 PM - 5:00 AM (Next day),12:00 PM - 3:00 PM7:30 PM - 5:00 AM (Next day),12:00 PM - 3:00 PM7:30 PM - 5:00 AM (Next day),12:00 PM - 3:00 PM7:30 PM - 5:00 AM (Next day),ClosedClosed now,Closed
La Tour de Montlhéry ou chez Denise,105,€€€,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 42 36 21 82,5 rue Prouvaires 75001 Paris France,Mon12:00 PM - 3:00 PM7:30 PM - 5:00 AM (Next day),12:00 PM - 3:00 PM7:30 PM - 5:00 AM (Next day),12:00 PM - 3:00 PM7:30 PM - 5:00 AM (Next day),12:00 PM - 3:00 PM7:30 PM - 5:00 AM (Next day),12:00 PM - 3:00 PM7:30 PM - 5:00 AM (Next day),ClosedClosed now,Closed
Café de la Régence,29,Unclaimed,Offers TakeoutNo DeliveryMany Vegetarian OptionsAccepts Credit Cards,01 42 60 40 11,167 rue Saint-Honoré 75001 Paris France,Mon8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day)Open now,8:00 AM - 2:00 AM (Next day)
Café de la Régence,29,€€,Offers TakeoutNo DeliveryMany Vegetarian OptionsAccepts Credit Cards,01 42 60 40 11,167 rue Saint-Honoré 75001 Paris France,Mon8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day),8:00 AM - 2:00 AM (Next day)Open now,8:00 AM - 2:00 AM (Next day)
Trois Fois Plus de Piment,87,€€,Offers DeliveryOffers TakeoutNo ReservationsAccepts Credit Cards,06 52 66 75 31,184 rue Saint-Martin 75003 Paris France,MonClosed,12:00 PM - 3:00 PM7:00 PM - 11:00 PM,12:00 PM - 3:00 PM7:00 PM - 11:00 PM,12:00 PM - 3:00 PM7:00 PM - 11:00 PM,12:00 PM - 3:00 PM7:00 PM - 11:00 PM,12:00 PM - 3:00 PM7:00 PM - 11:00 PMOpen now,12:00 PM - 3:00 PM6:45 PM - 11:00 PM
Lasserre,52,Unclaimed,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 43 59 67 45,17 ave Franklin D Roosevelt 75008 Paris France,Mon7:00 PM - 10:30 PM,7:00 PM - 10:30 PM,7:00 PM - 10:30 PM,12:00 PM - 10:30 PM,12:00 PM - 10:30 PM,7:00 PM - 10:30 PMClosed now,Closed
Lasserre,52,€€€€,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 43 59 67 45,17 ave Franklin D Roosevelt 75008 Paris France,Mon7:00 PM - 10:30 PM,7:00 PM - 10:30 PM,7:00 PM - 10:30 PM,12:00 PM - 10:30 PM,12:00 PM - 10:30 PM,7:00 PM - 10:30 PMClosed now,Closed
L'Atelier de Joël Robuchon,379,Unclaimed,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 42 22 56 56,5 rue de Montalembert Hôtel du Pont Royal 75007 Paris France,Mon11:30 AM - 3:30 PM6:30 PM - 12:00 AM (Next day),11:30 AM - 3:30 PM6:30 PM - 12:00 AM (Next day),11:30 AM - 3:30 PM6:30 PM - 12:00 AM (Next day),11:30 AM - 3:30 PM6:30 PM - 12:00 AM (Next day),11:30 AM - 3:30 PM6:30 PM - 12:00 AM (Next day),11:30 AM - 3:30 PM6:30 PM - 12:00 AM (Next day)Open now,11:30 AM - 3:30 PM6:30 PM - 12:00 AM (Next day)
L'Atelier de Joël Robuchon,379,€€€€,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 42 22 56 56,5 rue de Montalembert Hôtel du Pont Royal 75007 Paris France,Mon11:30 AM - 3:30 PM6:30 PM - 12:00 AM (Next day),11:30 AM - 3:30 PM6:30 PM - 12:00 AM (Next day),11:30 AM - 3:30 PM6:30 PM - 12:00 AM (Next day),11:30 AM - 3:30 PM6:30 PM - 12:00 AM (Next day),11:30 AM - 3:30 PM6:30 PM - 12:00 AM (Next day),11:30 AM - 3:30 PM6:30 PM - 12:00 AM (Next day)Open now,11:30 AM - 3:30 PM6:30 PM - 12:00 AM (Next day)
Restaurant du Palais Royal,4,€€€€,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 40 20 00 27,110 galerie de Valois 75001 Paris France,MonClosed,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PMOpen now,Closed
La Place Royale,23,€€€,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 42 78 58 16,2 bis place des Vosges 75004 Paris France,NA,NA,NA,NA,NA,NA,NA
Le Sens Unique,55,€€€,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 43 59 76 77,47 rue de Ponthieu 75008 Paris France,Mon10:00 AM - 2:00 AM (Next day),10:00 AM - 2:00 AM (Next day),10:00 AM - 2:00 AM (Next day),10:00 AM - 2:00 AM (Next day),10:00 AM - 2:00 AM (Next day),5:00 PM - 2:00 AM (Next day)Closed now,Closed
Il Ristretto,4,NA,Takes ReservationsAccepts Credit CardsModerate NoiseCasual Dress,01 71 28 96 28,21 rue des Gravilliers 75003 Paris France,MonClosed,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PMOpen now,Closed
Bouillon Pigalle,88,€€,Offers TakeoutNo ReservationsNo DeliveryAccepts Credit Cards,01 42 59 69 31,22 boulevard Clichy 75018 Paris France,Mon12:00 PM - 12:00 AM (Next day),12:00 PM - 12:00 AM (Next day),12:00 PM - 12:00 AM (Next day),12:00 PM - 12:00 AM (Next day),12:00 PM - 12:00 AM (Next day),12:00 PM - 12:00 AM (Next day)Open now,12:00 PM - 12:00 AM (Next day)
L'Auberge Bressane,70,€€€,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 47 05 98 37,16 avenue de la Motte Picquet 75007 Paris France,Mon12:00 PM - 2:30 PM7:30 PM - 10:30 PM,12:00 PM - 2:30 PM7:30 PM - 10:30 PM,12:00 PM - 2:30 PM7:30 PM - 10:30 PM,12:00 PM - 2:30 PM7:30 PM - 10:30 PM,12:00 PM - 2:30 PM7:30 PM - 10:30 PM,7:30 PM - 10:30 PMClosed now,12:00 PM - 2:30 PM7:30 PM - 10:30 PM
Les Cocottes,516,€€€,Takes ReservationsOffers DeliveryNo TakeoutMany Vegetarian Options,01 45 50 10 28,135 rue Saint Dominique 75007 Paris France,Mon12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 2:30 PM6:00 PM - 11:00 PMOpen now,12:00 PM - 11:00 PM
Le Louis,31,€€€,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 42 33 56 17,31 rue Coquillière 75001 Paris France,Mon12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,7:00 PM - 10:30 PMClosed now,Closed
Neighbours,22,€€,Offers TakeoutNo ReservationsNo DeliveryAccepts Credit Cards,07 67 99 99 91,89 boulevard Beaumarchais 75003 Paris France,Mon8:30 AM - 5:00 PM,Closed,Closed,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,9:30 AM - 6:00 PMOpen now,9:30 AM - 6:00 PM
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Substance,5,Unclaimed,NA,01 47 20 08 90,18 rue de Chaillot 75116 Paris France,Mon12:00 PM - 2:00 PM7:30 PM - 10:30 PM,12:00 PM - 2:00 PM7:30 PM - 10:30 PM,12:00 PM - 2:00 PM7:30 PM - 10:30 PM,12:00 PM - 2:00 PM7:30 PM - 10:30 PM,12:00 PM - 2:00 PM7:30 PM - 10:30 PM,ClosedClosed now,Closed
L'Oratoire,3,Unclaimed,No TakeoutAccepts Credit CardsOutdoor SeatingGood for Groups,Get Directions,143 rue Saint-Honoré 75001 Paris France,NA,NA,NA,NA,NA,NA,NA
Arnaud Nicolas,6,Unclaimed,NA,01 45 55 59 59,46 avenue de la Bourdonnais 75007 Paris France,Mon12:00 PM - 2:30 PM7:30 PM - 10:00 PM,12:00 PM - 2:30 PM7:30 PM - 10:00 PM,12:00 PM - 2:30 PM7:30 PM - 10:00 PM,12:00 PM - 2:30 PM7:30 PM - 10:00 PM,12:00 PM - 2:30 PM7:30 PM - 10:00 PM,12:00 PM - 2:30 PM7:30 PM - 10:00 PMOpen now,Closed
Balagan,59,Unclaimed,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 40 20 72 14,9 rue d'Alger 75001 Paris France,Mon7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PMOpen now,7:00 AM - 11:00 PM
Balagan,59,€€,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 40 20 72 14,9 rue d'Alger 75001 Paris France,Mon7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PMOpen now,7:00 AM - 11:00 PM
La Petite Chaise,67,€€€,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 42 22 92 81,36 rue Grenelle 75007 Paris France,Mon12:00 PM - 2:00 PM7:00 PM - 11:00 PM,12:00 PM - 2:00 PM7:00 PM - 11:00 PM,12:00 PM - 2:00 PM7:00 PM - 11:00 PM,12:00 PM - 2:00 PM7:00 PM - 11:00 PM,12:00 PM - 2:00 PM7:00 PM - 11:00 PM,12:00 PM - 2:00 PM7:00 PM - 11:00 PMOpen now,12:00 PM - 2:00 PM7:00 PM - 11:00 PM
Ménélik,72,Unclaimed,Takes ReservationsNo DeliveryAccepts Credit CardsOutdoor Seating,01 46 27 00 82,4 rue Sauffroy 75017 Paris France,Mon12:00 PM - 3:00 PM6:30 PM - 11:30 PM,12:00 PM - 3:00 PM6:30 PM - 11:30 PM,7:00 PM - 11:30 PM,12:00 PM - 3:00 PM7:00 PM - 11:30 PM,12:00 PM - 3:00 PM7:00 PM - 11:30 PM,12:00 PM - 3:00 PM7:00 PM - 11:30 PMOpen now,12:00 PM - 3:00 PM7:00 PM - 11:30 PM
Ménélik,72,€€,Takes ReservationsNo DeliveryAccepts Credit CardsOutdoor Seating,01 46 27 00 82,4 rue Sauffroy 75017 Paris France,Mon12:00 PM - 3:00 PM6:30 PM - 11:30 PM,12:00 PM - 3:00 PM6:30 PM - 11:30 PM,7:00 PM - 11:30 PM,12:00 PM - 3:00 PM7:00 PM - 11:30 PM,12:00 PM - 3:00 PM7:00 PM - 11:30 PM,12:00 PM - 3:00 PM7:00 PM - 11:30 PMOpen now,12:00 PM - 3:00 PM7:00 PM - 11:30 PM
Le Bistrot des Halles,19,€€,No ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 42 36 91 69,15 rue des Halles 75001 Paris France,Mon7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PMOpen now,Closed
Le Bistro Lyonnais,12,Unclaimed,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 55 78 06 42,6 rue Michel Chasles 75012 Paris France,Mon9:00 AM - 11:00 PM,9:00 AM - 11:00 PM,9:00 AM - 11:00 PM,9:00 AM - 11:00 PM,9:00 AM - 11:00 PM,9:00 AM - 11:00 PMOpen now,9:00 AM - 11:00 PM
Le Bistro Lyonnais,12,€€,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 55 78 06 42,6 rue Michel Chasles 75012 Paris France,Mon9:00 AM - 11:00 PM,9:00 AM - 11:00 PM,9:00 AM - 11:00 PM,9:00 AM - 11:00 PM,9:00 AM - 11:00 PM,9:00 AM - 11:00 PMOpen now,9:00 AM - 11:00 PM
Le Cochon à l'Oreille,31,Unclaimed,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 40 15 98 24,15 rue Montmartre les Halles 75001 Paris France,NA,NA,NA,NA,NA,NA,NA
Le Cochon à l'Oreille,31,€€,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 40 15 98 24,15 rue Montmartre les Halles 75001 Paris France,NA,NA,NA,NA,NA,NA,NA
San,3,Unclaimed,NA,Get Directions,32 rue Coquillière 75001 Paris France,NA,NA,NA,NA,NA,NA,NA
Baltard au Louvre,7,Unclaimed,Takes ReservationsAccepts Credit CardsClassyGood for Groups,09 83 32 01 29,9 Rue Coquillière 75001 Paris France,Mon12:00 PM - 11:30 PM,12:00 PM - 11:30 PM,12:00 PM - 11:30 PM,12:00 PM - 11:30 PM,12:00 PM - 11:30 PM,12:00 PM - 11:30 PMOpen now,12:00 PM - 7:00 PM
Café de l'Homme,101,€€€,Takes ReservationsNo DeliveryNo TakeoutVegan Options,01 44 05 30 15,17 place du Trocadero 75116 Paris France,Mon9:00 AM - 5:00 PM,12:00 PM - 2:00 AM (Next day),12:00 PM - 2:00 AM (Next day),12:00 PM - 2:00 AM (Next day),12:00 PM - 2:00 AM (Next day),12:00 PM - 2:00 AM (Next day)Open now,12:00 PM - 2:00 AM (Next day)
Le 6 Paul Bert,35,Unclaimed,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 43 79 14 32,6 rue Paul Bert 75011 Paris France,MonClosed,12:00 PM - 2:00 PM7:30 PM - 11:00 PM,12:00 PM - 2:00 PM7:30 PM - 11:00 PM,12:00 PM - 2:00 PM7:30 PM - 11:00 PM,12:00 PM - 2:00 PM7:30 PM - 11:00 PM,7:30 PM - 11:00 PMClosed now,Closed
Le 6 Paul Bert,35,€€€,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 43 79 14 32,6 rue Paul Bert 75011 Paris France,MonClosed,12:00 PM - 2:00 PM7:30 PM - 11:00 PM,12:00 PM - 2:00 PM7:30 PM - 11:00 PM,12:00 PM - 2:00 PM7:30 PM - 11:00 PM,12:00 PM - 2:00 PM7:30 PM - 11:00 PM,7:30 PM - 11:00 PMClosed now,Closed
Restaurant le Meurice Alain Ducasse,85,€€€€,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 44 58 10 55,228 rue de Rivoli 75001 Paris France,Mon7:30 PM - 10:00 PM,7:30 PM - 10:00 PM,7:30 PM - 10:00 PM,7:30 PM - 10:00 PM,7:30 PM - 10:00 PM,ClosedClosed now,Closed
Chez Paul,2,Unclaimed,NA,01 42 21 07 34,7 rue des Déchargeurs 75001 Paris France,NA,NA,NA,NA,NA,NA,NA
L'Aligot,9,Unclaimed,Takes ReservationsNo DeliveryMany Vegetarian OptionsGood for Groups,01 44 40 28 15,73 avenue Niel 75017 Paris France,Mon12:00 PM - 3:30 PM7:00 PM - 11:30 PM,12:00 PM - 3:30 PM7:00 PM - 11:30 PM,12:00 PM - 3:30 PM7:00 PM - 11:30 PM,12:00 PM - 3:30 PM7:00 PM - 11:30 PM,12:00 PM - 3:30 PM7:00 PM - 11:30 PM,12:00 PM - 3:30 PM7:00 PM - 11:30 PMOpen now,12:00 PM - 3:30 PM
La Rotonde,167,€€€,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 43 26 48 26,105 boulevard du Montparnasse 75006 Paris France,Mon7:30 AM - 1:00 AM (Next day),7:30 AM - 1:00 AM (Next day),7:30 AM - 1:00 AM (Next day),7:30 AM - 1:00 AM (Next day),7:30 AM - 1:00 AM (Next day),7:30 AM - 1:00 AM (Next day)Open now,7:30 AM - 1:00 AM (Next day)
Jantchi,137,Unclaimed,No ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 40 15 91 07,6 rue Thérèse 75001 Paris France,Mon12:00 PM - 3:00 PM7:00 PM - 10:30 PM,12:00 PM - 3:00 PM7:00 PM - 10:30 PM,12:00 PM - 3:00 PM7:00 PM - 10:30 PM,12:00 PM - 3:00 PM7:00 PM - 10:30 PM,12:00 PM - 3:00 PM7:00 PM - 10:30 PM,12:00 PM - 3:00 PM7:00 PM - 10:30 PMOpen now,Closed
Jantchi,137,€€,No ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 40 15 91 07,6 rue Thérèse 75001 Paris France,Mon12:00 PM - 3:00 PM7:00 PM - 10:30 PM,12:00 PM - 3:00 PM7:00 PM - 10:30 PM,12:00 PM - 3:00 PM7:00 PM - 10:30 PM,12:00 PM - 3:00 PM7:00 PM - 10:30 PM,12:00 PM - 3:00 PM7:00 PM - 10:30 PM,12:00 PM - 3:00 PM7:00 PM - 10:30 PMOpen now,Closed
The Frog & Underground,38,Unclaimed,Takes ReservationsOffers TakeoutNo DeliveryMany Vegetarian Options,01 44 82 04 72,176 rue Montmartre 75002 Paris France,Mon7:30 AM - 2:00 AM (Next day),7:30 AM - 2:00 AM (Next day),7:30 AM - 2:00 AM (Next day),7:30 AM - 5:00 AM (Next day),7:30 AM - 5:00 AM (Next day),7:30 AM - 5:00 AM (Next day)Open now,7:30 AM - 2:00 AM (Next day)
The Frog & Underground,38,€€,Takes ReservationsOffers TakeoutNo DeliveryMany Vegetarian Options,01 44 82 04 72,176 rue Montmartre 75002 Paris France,Mon7:30 AM - 2:00 AM (Next day),7:30 AM - 2:00 AM (Next day),7:30 AM - 2:00 AM (Next day),7:30 AM - 5:00 AM (Next day),7:30 AM - 5:00 AM (Next day),7:30 AM - 5:00 AM (Next day)Open now,7:30 AM - 2:00 AM (Next day)
Le Reminet,123,€€€,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 44 07 04 24,3 rue Grands Degrés 75005 Paris France,Mon12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PMOpen now,12:00 PM - 2:30 PM7:00 PM - 10:30 PM
Le Florimond,75,€€€,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 45 55 40 38,19 avenue de la Motte Picquet 75007 Paris France,NA,NA,NA,NA,NA,NA,NA
Le Ruisseau - Burger Joint,40,Unclaimed,Offers DeliveryOffers TakeoutNo ReservationsMany Vegetarian Options,01 43 70 02 21,22 rue Rambuteau 75003 Paris France,Mon12:00 PM - 10:30 PM,12:00 PM - 10:30 PM,12:00 PM - 10:30 PM,12:00 PM - 10:30 PM,12:00 PM - 10:30 PM,12:00 PM - 10:30 PMOpen now,12:00 PM - 10:30 PM
Le Ruisseau - Burger Joint,40,€€,Offers DeliveryOffers TakeoutNo ReservationsMany Vegetarian Options,01 43 70 02 21,22 rue Rambuteau 75003 Paris France,Mon12:00 PM - 10:30 PM,12:00 PM - 10:30 PM,12:00 PM - 10:30 PM,12:00 PM - 10:30 PM,12:00 PM - 10:30 PM,12:00 PM - 10:30 PMOpen now,12:00 PM - 10:30 PM
L'Ilot Vache,55,€€€,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 46 33 55 16,35 rue Saint-Louis en l'île 75004 Paris France,Mon7:00 PM - 11:30 PM,7:00 PM - 11:30 PM,7:00 PM - 11:30 PM,7:00 PM - 11:30 PM,7:00 PM - 11:30 PM,7:00 PM - 11:30 PMClosed now,7:00 PM - 11:30 PM
Le Caveau du Palais,26,Unclaimed,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 43 26 04 28,19 place Dauphine 75001 Paris France,Mon12:00 PM - 2:30 PM7:00 PM - 10:00 PM,12:00 PM - 2:30 PM7:00 PM - 10:00 PM,12:00 PM - 2:30 PM7:00 PM - 10:00 PM,12:00 PM - 2:30 PM7:00 PM - 10:00 PM,12:00 PM - 2:30 PM7:00 PM - 10:00 PM,12:00 PM - 2:30 PM7:00 PM - 10:00 PMOpen now,12:00 PM - 2:30 PM7:00 PM - 10:00 PM
Le Caveau du Palais,26,€€€,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 43 26 04 28,19 place Dauphine 75001 Paris France,Mon12:00 PM - 2:30 PM7:00 PM - 10:00 PM,12:00 PM - 2:30 PM7:00 PM - 10:00 PM,12:00 PM - 2:30 PM7:00 PM - 10:00 PM,12:00 PM - 2:30 PM7:00 PM - 10:00 PM,12:00 PM - 2:30 PM7:00 PM - 10:00 PM,12:00 PM - 2:30 PM7:00 PM - 10:00 PMOpen now,12:00 PM - 2:30 PM7:00 PM - 10:00 PM
Les Petites Bouchées,69,€€,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 44 61 49 96,4 rue du Roi de Sicile 75004 Paris France,MonClosed,11:45 AM - 3:00 PM6:00 PM - 11:00 PM,11:45 AM - 3:00 PM6:00 PM - 11:00 PM,11:45 AM - 3:00 PM6:00 PM - 11:00 PM,11:45 AM - 3:00 PM6:00 PM - 11:00 PM,11:45 AM - 3:00 PM6:30 PM - 11:00 PMOpen now,11:45 AM - 3:00 PM6:30 PM - 11:00 PM
Umami Matcha Café,49,€€,Offers TakeoutNo ReservationsNo DeliveryAccepts Credit Cards,01 48 04 06 02,22 rue Béranger 75003 Paris France,MonClosed,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,10:00 AM - 7:00 PMOpen now,10:00 AM - 7:00 PM
